id,appId,displayName,servicePrincipalType,accountEnabled,csa_set,csa_attr
84898ec3-6326-42ce-a543-0733aaa9ac83,115dbf15-7938-4415-82d9-9d0e72ebaed0,Learning Experience Platform (LXP),Application,True,SSO,UniqueUserIdentifier
c70ec755-6518-48e9-ab53-89f8caf54dc5,e365b0b9-115d-463d-aa7b-78572e06ea9d,DevEx Management Portal SSO,Application,True,SSO,UniqueUserIdentifier
35a13d98-2f71-46f1-a9b6-9bb094a4d2af,fc26b241-aa96-46a6-8638-c7a04cc5c3b7,SAP Business Objects SAML SSO,Application,True,SSO,UniqueUserIdentifier
ab922186-14b3-4059-94a2-5c9015da555a,aab858d4-266f-4162-b6f6-74dacabbfa65,LinkedIn Learning Successfactor Factor D2 SSO,Application,True,SSO,UniqueUserIdentifier
a6a23945-65e2-49ce-8fdd-f46258db5423,d7a82831-7bb8-4912-b418-500f84333c6f,Enhanced Attack Paths Epsilon Dev SSO,Application,True,SSO,UniqueUserIdentifier
2d86f60a-c2fc-42aa-bfa3-c31737e500f3,3b95faf3-e6e1-4978-8ae5-1c4c45b62424,NYISODev SSO,Application,True,SSO,UniqueUserIdentifier
8ccbd011-b633-4a57-b820-b8085f626089,a9318dea-e07d-4a05-bf74-a8d3e1163f5a,JIRA-SCADA ET,Application,True,SSO,UniqueUserIdentifier
eb8fb321-e35a-47fd-9bb8-65342bc3b303,cb9d6520-9890-4534-b751-00106d883a4b,OTMigrationApp,Application,True,SSO,UniqueUserIdentifier
bd09235b-b15c-48dd-9040-e65eb2200a12,14ef1a9d-986a-4a02-8903-9ed66358dd62,SuccessFactors T11 IAS Dev SSO,Application,True,SSO,UniqueUserIdentifier
62beda82-b07c-4a74-b53c-de3683448a68,411e5845-49a1-45fc-90c6-818cbb46bb49,aae-fof-uks-aaecspn-app-01 SSO,Application,True,SSO,UniqueUserIdentifier
a966bb3f-1503-4b14-a44a-15775848965d,df181299-b7d7-4f8f-b183-dc02dac0269a,SAP JAVA QV8 DEV SSO,Application,True,SSO,UniqueUserIdentifier
9660308a-09ff-493b-bdb3-4a6938982967,54e9fc34-3e30-45ee-a2c7-6415304159a5,248333-dev-eus2-etr21-app-1,Application,True,SSO,UniqueUserIdentifier
3b658364-85e5-4b43-9880-16d7cc03dda2,8afb1505-ddc3-4de1-8fff-338e25d427f5,National Grid Clean Energy Trade Ally Network SSO,Application,True,SSO,UniqueUserIdentifier
b186c85d-cd32-4a78-a632-d88d5dd545ff,25cbd01a-6afc-4122-851f-60679d72f0d5,ConnectNow-Admin Portal PreProd SSO,Application,True,SSO,UniqueUserIdentifier
a9e14882-b71d-4c66-9489-bf8aa91d2679,e0d4d307-51da-4e8c-837f-eb777e760b91,Fulcrum Restoration and Paving SSO,Application,True,SSO,UniqueUserIdentifier
8ca79e46-7226-4211-820f-f1c00f19aff1,fae7b8b4-cddb-4fc4-9307-c860b0cd9265,SAP ABAP QAS ECC OR3 DEV SSO,Application,True,SSO,UniqueUserIdentifier
0c6979be-c4bd-4e86-b8f4-3cf9411e068d,06748112-7a0a-497f-9d69-8340b8ccb53a,SAP ABAP QAS FIORI OT3 SSO,Application,True,SSO,UniqueUserIdentifier
bb7be18f-f59f-4661-b23e-5fc62b670a5d,c786d57e-72ae-4bc2-b00b-a9a12943d378,SAP SuccessFactors T10,Application,True,SSO,UniqueUserIdentifier
93309ca0-d4a3-47a2-a6db-c5d6d7247ba9,143401b7-e1f3-49f5-9afd-bba47322b312,Engage SF6 DEV,Application,True,SSO,UniqueUserIdentifier
3b00b4ed-2b02-44b6-b61b-6f2113127e2c,08cfa1bb-7862-48a8-9596-8d786c8befed,aae-fof-uks-aaesdbx-app-01-SSO,Application,True,SSO,UniqueUserIdentifier
1fd7a9d1-f693-44bb-93d0-875390d51048,9426a144-f1b6-48d0-8a60-bc1715063b5f,S4CFIORI400 SSO ,Application,True,SSO,UniqueUserIdentifier
79bf1ffd-9c67-453d-973b-8d49f591560e,dd16de96-b5cc-440e-b300-97a6667cb0fd,S4HCLNT100 SSO,Application,True,SSO,UniqueUserIdentifier
8c2d02bd-c06e-43af-b15e-a1646bb1cd50,96ceacea-7f73-4871-8ad2-729e63f3fca3,External Chatbot - Copilot Studio NonProd SSO,Application,True,SSO,UniqueUserIdentifier
85532700-3b53-4640-b475-df5df69144c8,121caef6-97c7-4c7d-a120-c6a542b6a786,HPE Greenlake,Application,True,SSO,UniqueUserIdentifier
54a4ec41-6fd8-4729-8ad8-31fc2b24d6f9,e2ce37d6-769a-4fa8-b8b3-c54934c8cdd4,Interconnectors Salesforce Partial Sandbox SSO,Application,True,SSO,UniqueUserIdentifier
4ec36381-f38a-44db-bad0-3ee4b431a4e5,dd3798d7-5059-4b56-95b1-5afe2966aece,INACTIVE-Interconnectors Salesforce PerformaIT Sandbox SSO Old NOT WORKING,Application,True,SSO,UniqueUserIdentifier
b2541096-f245-479d-87e2-479ca4ead62e,bc8692c2-e07c-41ac-b9d0-7314c976bb5c,AZ-PR-SPN-SuccessFactors_IAS_AD_natgridProd_SSO,Application,True,SSO,UniqueUserIdentifier
bd5ceacc-5b1f-4938-993a-697a0b4795ae,85515cc6-a68a-4f15-812f-72df296490fa,nerdio-nmw-app,Application,True,SSO,UniqueUserIdentifier
50cd922f-add6-4c2a-99a0-11dc8688beb4,4427b8a5-b2a0-43de-99d8-9b35b189390e,GINIUS SIT NonProd Portals,Application,True,SSO,UniqueUserIdentifier
a086433a-714d-48fa-b945-2a1fc28d4ff7,7a6ec19e-4eb7-4fd0-8961-936a743fc246,AZ-PR-SPN-Damage Tracking System (DTS)_SSO,Application,True,SSO,UniqueUserIdentifier
b61137c0-fe45-4669-851d-29924c85f1c5,0ffc8606-3e00-4535-b952-2f565bb11bd6,Xerox Workplace Cloud Native Authentication App,Application,True,SSO,UniqueUserIdentifier
a16c288a-a8a1-4e67-8e1d-7a099e89999c,1b3a930c-8242-41f3-81cd-9b7be7a4e10f,AZ-PP-SPN-Copperleaf_USGas_DEV SSO,Application,True,SSO,UniqueUserIdentifier
18ae9306-d236-42f1-a2f9-e77e54ff1856,651b8f0f-6d05-444a-94b9-d5f58a2f1bc2,Xerox Workplace Cloud Single Signon for client,Application,True,SSO,UniqueUserIdentifier
fb76e4a7-1bf2-408c-bbb9-c667cff6db41,a9f84551-68e2-469f-ba86-dd477573a8d9,AZ-PR-SPN-Cognassist SSO,Application,True,SSO,UniqueUserIdentifier
e7b79f4f-ed8a-47c4-b03b-276be34a7a6f,57e7a821-4ca8-4a6c-b22d-63e97214b28f,CIAM-based TR Account platform SSO,Application,True,SSO,UniqueUserIdentifier
455d9cc9-8599-4611-b243-0786a1b57a1e,31577575-f437-43f2-98f7-805419f182c6,AZ-PP-SPN-GTIS2-preuat-durable-function-monitor SSO,Application,True,SSO,UniqueUserIdentifier
3d47660b-9135-4d81-bd4d-83f32b625a66,85d8442a-5d1a-459f-a04e-8548c06ea19f,AZ-PP-SPN-FastDraft Test SSO,Application,True,SSO,UniqueUserIdentifier
b1f3587c-fd5a-46c8-936a-369804c500a2,d08dcaee-9464-492d-97ab-bc83fc06e759,AZ-APP-PR-SPN-Sphereboard SAML-SSO,Application,True,SSO,UniqueUserIdentifier
e7c77af3-635c-4ab1-aee3-8a2d89a8eb40,a352c3b2-7657-4d6e-9e06-fc75ed4a2aac,AZ-PR-SPN-Plexos Playbook SSO,Application,True,SSO,UniqueUserIdentifier
1b30a7f9-f62f-419b-a379-efdef7c60fc9,fa461b26-14c0-4960-99c6-f3c18a6eecc7,AZ-PP-SPN-ITOA-USER-NGRID-QA-SSO,Application,True,SSO,UniqueUserIdentifier
125cf65e-c5cc-405d-9da6-94df2c4832e2,9e309abe-28b3-4d56-8094-ac2b2931dcd4,AZ-PP-SPN-ITOA-ADMIN-NGRID-QA-SSO,Application,True,SSO,UniqueUserIdentifier
5601c4e9-352e-47d8-8d44-c783de37bba0,ce93b9a2-7433-45eb-925d-7e6406ffa35f,AZ-PR-SPN-Copperleaf_USGas_PROD SSO,Application,True,SSO,UniqueUserIdentifier
02f67e65-1e4a-484b-a5d5-bb7ce4a6767e,206c2527-d27b-480c-81ce-2e5eec12a7c8,SAP GRC US QC2- QA2 100,Application,True,SSO,UniqueUserIdentifier
346355a7-b953-40f6-9cf8-71d194bbaebc,a72a715d-2fb1-477b-ae5a-9f0c28cbb337,AZ-PP-SPN-ServiceNow gridProd SSO,Application,True,SSO,UniqueUserIdentifier
1e176e38-811d-4080-b55a-0f26616346b7,791c40be-2b46-45ef-b821-d313cebc36b8,AZ-PR-SPN-Coupa_Prod SSO,Application,True,SSO,UniqueUserIdentifier
33df0270-fbc7-463b-9cb6-21a6a81bb233,6b3902bc-9e94-4a5e-95d9-6321657fa7ac,AZ-PP-SPN-SAP ECP US KIH - Mock 100 SSO,Application,True,SSO,UniqueUserIdentifier
3c982ffc-8ad2-45ad-82cc-ddae88d2a940,20b5fbca-8d2c-49d5-aa88-ed63980240fa,National Grid SI FME FLOW Dev,Application,True,SSO,UniqueUserIdentifier
5e97d082-5e4f-420f-8d50-ec4e82400a92,ed9f38d8-4287-4d17-b40b-db3321566eca,SuccessFactors T9 IAS,Application,True,SSO,UniqueUserIdentifier
e3eb2a4c-54fa-48c0-b1ce-50313a0fd508,7950e4be-64ca-4b1a-9905-0df1c83df412,AZ-PR-SPN-Comaea CND and ID SSO,Application,True,SSO,UniqueUserIdentifier
f4d953d9-dc49-420b-b789-117096ad81cc,911e57d2-5a6c-47eb-9f63-63e12458720a,AZ-PR-SPN-ArcMap URD Mapping Tool,Application,True,SSO,UniqueUserIdentifier
8e9e3b17-2e7b-4bff-8c36-b32b2d28aea9,303cc45e-fc9b-4b2f-94e3-f6ec40ff0817,AZ-PR-SPN-NGTaxDev_SSO,Application,True,SSO,UniqueUserIdentifier
18d2d3bc-0090-4594-9b93-6d5c19141edd,6b60e56c-30ff-48cc-8fe4-e64228ba3090,GTIS2-Staging,Application,True,SSO,UniqueUserIdentifier
0b715472-0fc2-40f2-89a2-0a9f9ce4c3a7,d3ba8e76-a62f-4455-9e14-14be695642e6,AZ-PR-SPN-Informatica Cloud Services SSO,Application,True,SSO,UniqueUserIdentifier
dabe07ef-92f5-43ff-938c-2702b199b406,96d4d6b2-6a8b-463a-937f-8075547c0f61,AZ-PR-SPN-GTIS2-Staging-Dashboard SSO,Application,True,SSO,UniqueUserIdentifier
b24f1fa1-5cc2-4194-ad38-5a48085a212c,08227a95-c752-4024-a456-b062556e863c,AZ-PR-SPN-GTIS2-Hotfix-Dashboard SSO,Application,True,SSO,UniqueUserIdentifier
864569b2-46a7-481f-9324-1234d6665db4,ac91c34f-7cc1-46af-8bac-46601f3e047a,AZ-PR-SPN-natgridT8 MyHub_SSO,Application,True,SSO,UniqueUserIdentifier
fc67cbaf-cf76-4478-a5b4-f31fa94e0876,c8a3091b-3a41-4ab5-88e4-5b9b6079dde6,AZ-PR-SPN-Synergi_Solver_Job_Queue_Web_Portal_SSO,Application,True,SSO,UniqueUserIdentifier
1873f678-a8e1-4e7e-a51d-70494eb3741d,435c28c0-7409-4c4b-bfd7-8456ab3ca6b7,AZ-PR-SPN-Engage SF6 PROD SSO,Application,True,SSO,UniqueUserIdentifier
40278ee7-3514-48ee-b4b7-ef6b722063e9,467319d2-d54f-4292-bb5d-c8811e24fd11,AZ-PR-SPN-Regulatory Reporting Package Verity SSO,Application,True,SSO,UniqueUserIdentifier
9a449f55-f62c-4794-a117-4d74ff654fb4,9c87caf4-0494-49be-9c9a-f78a11a977b3,AZ-PR-SPN-Orca_SSO,Application,True,SSO,UniqueUserIdentifier
16e6414d-9074-4041-84e6-9290549fb10b,e104c509-5a1b-4da8-8fd3-4556b7f47302,SAP Identity Authentication Service (IAS) - US,Application,True,SSO,UniqueUserIdentifier
9ed6e3ba-1f19-4d64-b7de-8b5423e6aad8,87da0f6a-7e80-4623-91ea-47c0104b406f,AZ-PR-SPN-Longview 2.0_SSO,Application,True,SSO,UniqueUserIdentifier
2657c472-6037-402f-a665-d05f8b50be29,001bf06a-ce81-4d13-a747-2c30130579d4,AZ-PR-SPN-Keen AI File Transfer_SSO,Application,True,SSO,UniqueUserIdentifier
af332ac2-730d-4c69-9d21-8ae350c47f30,cabb4379-3f8e-495f-abf0-9f76af8874bf,AZ-PR-SPN-SWA_5877a-dev-eus2-speed-swap-04_SSO,Application,True,SSO,UniqueUserIdentifier
fee6b045-1569-458c-a39b-dd535408ccf3,5805e42b-3330-4d4b-80f4-969c02f29437,AZ-PR-SPN-Oracle_Unifier_Accelerator SSO,Application,True,SSO,UniqueUserIdentifier
d039685c-2207-46a0-a098-8d0166c1877b,e40835a6-b31f-4302-b312-8a3cff9c9745,AZ-PR-SPN-Damages Tracking System Prod SSO,Application,True,SSO,UniqueUserIdentifier
917763ca-5440-487a-8192-7d82de824b8c,54a8c522-bf75-49e0-b432-5b56cfb02c7c,AZ-PP-SPN-S4V-azuks-snppp01 SSO,Application,True,SSO,UniqueUserIdentifier
1c249681-d95a-418a-a3cd-9f2fd2027c52,710d7907-7d3d-42bb-843e-c45ae03bb8c5,GINIUS DEV Portals,Application,True,SSO,UniqueUserIdentifier
5b2db0c1-2e72-40b8-a808-33c4b9076b0b,417e97a2-a913-4e48-9a23-acaaed2552ba,AZ-PP-SPN-VSF-azuks-snppp02 SSO,Application,True,SSO,UniqueUserIdentifier
95748b6c-7af2-4730-abd5-aaa351eab047,e1643533-ee6e-4905-9eb6-43a946cd4b3f,AZ-PR-SPN-PowerPlan_SSO,Application,True,SSO,UniqueUserIdentifier
92c72c83-62f9-4536-9c1c-0dfb89f63cba,60ffef25-601f-43a2-8a9b-1875027e6a20,AZ-PR-SPN-010109-dev-uks-sf6web-app-1_SSO,Application,True,SSO,UniqueUserIdentifier
